id,speed
1,0.00020882864442959447
3,0.000998795920159293
4,0.01039288549060045
5,3.2399026896207504e-08
6,0.00996102972412305
7,4.793380156104671e-07
8,0.004493525721481281
9,0.00010273812895075015
10,1.202018215683053e-05
11,0.004719312900400278
12,0.006809997173827451
13,0.00031356039389940355
16,0.0008382190597795218
17,0.0006319337637958899
18,0.0020866798815670717
19,0.020630770723530024
20,0.013208971478202821
21,0.00608660081068532
22,0.0009934842356050723
23,0.008329702794486844
24,1.1928434040467689e-07
25,0.00042083633043299017
26,0.0007591614795530809
27,0.0008970154617122207
28,0.0040530008396467395
29,0.0006886789911522247
30,4.089570676545703e-08
31,0.001611351585255372
32,0.0010800459731156976
33,0.003776330318472532
35,0.00021629955445194807
37,2.716726724874224e-07
39,0.002076954885847852
41,0.007670556778979612
43,0.0007764005350571348
44,0.0039370857155269475
45,0.00029829733504231073
46,0.0026826656887978424
47,8.089574820045785e-05
49,0.0128134967096278
50,0.0008221126165899446
51,0.002174751046484548
53,0.000675237457043776
54,2.653254115657196e-08
55,7.17536634072227e-08
56,0.0023309418630820386
57,0.0001950455919018692
58,0.0002599086461351401
59,0.014849116848234764
60,0.003874507757616249
61,0.0001710586318274119
64,0.002582425727683102
66,0.008283325020320833
67,0.0036221145717275052
68,0.0011945075985847608
69,0.004057622457284839
70,0.00048413895860065866
71,0.00022618572221680126
72,0.003592725881642517
73,0.00046446798716872896
74,0.0003062927845377487
75,0.013004271753923054
76,0.006263710517654953
77,0.0002807854279620969
78,9.814093982955399e-09
79,0.001040622723640943
80,0.004464346056780361
81,0.0005019724566180819
83,0.0011894620625000438
84,0.0017674170028228239
85,0.003917541393518153
86,0.009963430365176995
89,0.0007580092347587768
90,0.005987563886013631
91,0.00022538006162556597
92,0.0019623524252538565
93,2.3265939671484336e-05
94,0.010701166722638688
97,0.010727090570304274
98,0.0003588947248893676
100,5.405785465732793e-07
101,0.00023757801472450727
103,8.745909994016387e-07
104,0.0030715381417025555
105,0.00252033675544802
106,0.00046101791026718144
107,0.004090534532460586
109,0.01412512510703252
110,0.003078613086464596
111,0.01912526462370392
113,0.0017359698444116133
114,0.0054923571822180104
115,0.00951264965238614
116,0.015036069668726094
117,0.0016613914793144047
118,0.0007858286132971238
119,0.0016711219839603336
120,0.005171976961492511
121,0.004487696818442067
122,0.004068720245605384
124,3.4058679341602955e-05
125,0.007240765463140293
127,0.003930305618752783
128,0.012343815515300617
129,0.006171044918065932
130,0.00040775394380962985
131,0.0013657466627505425
132,0.00012391674778663338
133,0.00040034954766303334
134,0.0016484811035272562
135,0.014788133509726693
136,0.01832205421050878
137,0.0024015299559960518
138,0.001468647508549372
139,0.0010120668701017557
140,0.0007216521143797005
141,0.0011103826318253091
142,0.005257988386045188
143,0.0039300324728617315
