robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
221,0,0,0.2,2,0.8461538461538461,11,0.25,0.8461538461538461,13,11,1,1,0,0.6,6,10,15,0.25,0.6666666666666666,0.6783557072689719,0.8042012477499465,0.7604342234755905,0.9439395733727801,0.6823378028304644,0.9372301362930198,0.8645815786253365,0.9099711446102965,1.0,0.15384615384615385,0.0
222,0,0,0.2222222222222222,2,0.8181818181818182,9,0.7222222222222222,0.5454545454545454,8,6,4,1,0,0.5,3,6,13,0.1,0,0.545953890944969,0.9192633565876425,0.4607293104062082,0.8840467176812828,0.3674791142529649,0.8941236989658294,0.8153828166186888,0.9001679226579203,1.0,0.375,0.0
223,0,0,0.1,1,1.0,12,1.0,1.0,13,12,0,0,0,0.07142857142857142,1,14,14,0.0,0,0.13788124426844084,0.8785501838813279,0.7101491060531209,0.882621524195363,0.8788260601729716,0.9608269480200105,0.959726217453,0.9167273569295915,0,0,0.0
224,0,0,0.125,2,0.9047619047619048,19,0.27058823529411763,0.42857142857142855,11,9,11,6,0,0.29411764705882354,17,5,23,0.25,0.18181818181818182,0.45329831262952813,0.899236563805966,0.4723612683691966,0.8380313844444188,0.33936007683656494,0.9401669737949772,0.7314484639013006,0.8998573954935921,0.18181818181818182,0.5454545454545454,0.0
225,0,0,0.14285714285714285,1,1.0,8,1.0,1.0,9,8,0,3,0,0.1,10,1,10,1.0,0,0.3796583973614557,0.9515447048792497,0.42882817371792675,0.9544245811715083,0.7971236016042673,0.8043099492153872,0.9335746256972786,0.9225526390821217,0.1111111111111111,0,0.0
226,0,0,0.1,2,0.9259259259259259,25,0.3020833333333333,0.7037037037037037,20,19,8,1,0,0.375,6,16,29,0.05263157894736842,0.07407407407407407,0.4919487426998378,0.8232662429632184,0.5967645732949789,0.9249274584665973,0.782591055512088,0.9280194786797474,0.8033378992047778,0.900445489448018,1.0,0.2,0.0
227,0,0,0.5,3,0.6666666666666666,4,0.4444444444444444,0.6666666666666666,7,4,0,1,0,0.5,6,3,8,1.0,1.0,0.6670244296022436,0.9292642733076183,0.36891178741754554,0.8607582423249756,0.6631308574429006,0.8621358519876889,0.8244914596801118,0.8886207496588506,1.0,0,0.0
228,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.25254145373114134,0.9235885769060433,0.5790418470805545,0.8802967357610806,0.6695856192274526,0.939215224599759,0.9022623641723159,0.9174626531325243,0,0,0.0
229,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.25254145373114134,0.9235885769060433,0.5790418470805545,0.8802967357610806,0.6695856192274526,0.939215224599759,0.9022623641723159,0.9174626531325243,0,0,0.0
230,0,0,0.3333333333333333,3,0.6363636363636364,7,0.3611111111111111,0.5454545454545454,6,6,6,0,0,1.0,6,6,13,0.0,0.2857142857142857,0.6502873546580759,0.877247447861442,0.28459405130490933,0.8659704712665023,0.6396693053945919,0.8805032414230799,0.8275564733843762,0.8747037722251885,0,0,0.0
231,0,0,0.16666666666666666,1,1.0,6,1.0,1.0,7,6,0,1,0,0.125,8,1,8,0.3333333333333333,0,0.6006015903000781,0.8980714873581201,0.5505751081452986,0.8251079091869993,0.7645851876627734,0.8641445389064093,0.6546202571077453,0.8651986782858586,1.0,0,0.0
232,0,0,0.125,1,1.0,10,1.0,1.0,11,10,0,0,0,0.08333333333333333,1,12,12,0.0,0,0.7427855065254099,0.924339805896333,0.6092997052600729,0.8932178447742297,0.6972609524313406,0.8901903216694633,0.886260176241437,0.9037715256936942,0,0,0.0
233,0.5,1,0.6666666666666666,4,0.5,3,0.5333333333333333,0.16666666666666666,4,1,3,3,0,0.6,5,3,8,0.42857142857142855,0.6666666666666666,0.8430371117787832,0.9259849169602501,0.6116763308193204,0.8910288206003009,0.6094802113865088,0.922916350583551,0.8846808818310191,0.9145246662336395,0.25,0.25,0.0
234,0,0,0.2,2,0.8333333333333334,10,0.5384615384615384,0.6666666666666666,10,8,3,0,0,0.15384615384615385,2,13,14,0.0,0.16666666666666666,0.5543973650798663,0.7706478525427507,0.516693730781536,0.8660624023587283,0.5864670399598542,0.8015488652269699,0.7897421873268274,0.8163062539614747,0,0,0.0
235,0,0,0.2222222222222222,2,0.8181818181818182,9,0.5416666666666666,0.8181818181818182,10,9,2,0,0,0.16666666666666666,12,2,13,0.0,0,0.47827856054810436,0.9100565069354468,0.7215431361097263,0.8610076172429275,0.2532524751460878,0.9288321843485677,0.9177248462793552,0.9034039747515754,0,0,0.0
236,0,0,0.1,1,1.0,12,1.0,1.0,13,12,0,1,0,0.07142857142857142,14,1,14,0.3333333333333333,0,0.4919487426998378,0.8718676736879881,0.43085904281092463,0.9556194690086272,0.6631308574429006,0.9260620456731302,0.8015849201741256,0.924488058856089,1.0,0.15384615384615385,0.0
237,0,0,0.06666666666666667,1,1.0,20,1.0,1.0,21,20,0,1,0,0.045454545454545456,1,22,22,0.3333333333333333,0,0.49024527495905856,0.9501478030034671,0.7443109476350239,0.9535195428368163,0.7186507819110712,0.9353433834662014,0.8476641017053772,0.9468573551974763,1.0,0.09523809523809523,0.0
238,0,0,0.2,2,0.8461538461538461,11,0.26785714285714285,0.6153846153846154,9,8,5,3,0,0.875,8,7,15,0.23076923076923078,0.15384615384615385,0.7817380913441925,0.7626709417987476,0.637198570917715,0.9124512320651077,0.5864670399598542,0.6221306013333819,0.8089356130527718,0.7919367995508748,0.1111111111111111,0.6666666666666666,0.0
239,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.4781027668007797,0.8298455046410489,0.7183292005252655,0.8122967500108967,0.6071805001488977,0.9703889445307448,0.8949940863465317,0.8984112499270502,0,0,0.0
240,0,0,0.08333333333333333,1,1.0,15,0.22077922077922077,0.8,12,12,4,3,0,0.6363636363636364,7,11,17,0.25,0,0.5131738801297848,0.8992074181053586,0.5492114791600649,0.8928037141193429,0.7378327563040653,0.962959926913663,0.8187409442849294,0.9256735789525419,0.3333333333333333,0.16666666666666666,0.0
241,0,0,0.3333333333333333,2,0.8571428571428571,6,1.0,0.8571428571428571,8,6,0,0,0,0.1111111111111111,9,1,9,0.0,0.25,0.9843392084314162,0.8197904607129671,0.3994213895718603,0.9124751152003975,0.8152309501857665,0.9510040037708857,0.9610273533865896,0.9067837509853498,0,0,0.0
242,0,0,0.21428571428571427,3,0.7777777777777778,14,0.20202020202020202,0.5555555555555556,13,10,6,0,0,0.8181818181818182,9,11,20,0.0,0.2222222222222222,0.43035068733956255,0.770767002492013,0.6639675650227963,0.9410077784231892,0.6960269409948447,0.9333451403322418,0.8007741678774302,0.9008894534042693,0,0,0.0
243,0,0,0.07692307692307693,1,1.0,17,0.296875,0.7058823529411765,13,12,5,1,0,0.25,16,4,19,0.07692307692307693,0,0.2532201044760667,0.8258442375415458,0.4513874304010631,0.9232174211625322,0.7712542885133102,0.9504222821200502,0.9062231059922574,0.9115118535742123,1.0,0.15384615384615385,0.0
244,0,0,0.1111111111111111,1,1.0,11,1.0,1.0,12,11,0,0,0,0.07692307692307693,1,13,13,0.0,0,0.7806189752479685,0.8876778338394115,0.6092997052600729,0.8854494625807142,0.6701193395941322,0.8298588443176743,0.6749267973869894,0.8697761942849402,0,0,0.0
245,0,0,0.125,1,1.0,9,1.0,1.0,10,9,0,1,0,0.09090909090909091,11,1,11,0.3333333333333333,0,0.848541323497521,0.9310543261301522,0.8632106798352808,0.7972093735686845,0.7775950334579947,0.8461082863884474,0.6965482895039973,0.8689963120218769,1.0,0.1,0.0
246,0.14285714285714285,1,0.35294117647058826,6,0.6956521739130435,16,0.2777777777777778,0.6521739130434783,17,15,7,1,0,0.2777777777777778,5,18,25,0.0625,0.2,0.7187967671382801,0.6812511153304256,0.23504453307718381,0.8623828011998675,0.5833889848044091,0.7972451794871728,0.8813651208453027,0.7893987716657582,1.0,0.17647058823529413,0.0
247,0,0,0.25,2,0.9,9,0.5454545454545454,0.9,11,9,0,2,0,0.18181818181818182,2,11,12,1.0,0,0.634292674502386,0.8832668018131306,0.7404244856727324,0.8568647062177249,0.7283775908949413,0.8727942155830263,0.7787115771494494,0.8713602820643751,0.5454545454545454,0.18181818181818182,0.0
248,0,0,0.1,1,1.0,13,0.38461538461538464,0.6923076923076923,10,9,4,0,0,0.23076923076923078,13,3,15,0.0,0,0.3241561662253161,0.8754313299855597,0.6338332502827475,0.8525611353293387,0.3811843984353508,0.8928253755388522,0.8642588050910798,0.8745213187003017,0,0,0.0
249,0,0,0.14285714285714285,2,0.8888888888888888,16,0.20833333333333334,0.8333333333333334,17,15,2,0,0,0.6666666666666666,12,8,20,0.0,0,0.8184524439705273,0.8593693654945881,0.5092265024989752,0.932455044775036,0.5540593649467792,0.8034376716213597,0.8099705515830842,0.8751923415315583,0,0,0.0
250,0,0,0.13636363636363635,3,0.8666666666666667,26,0.24615384615384617,0.5666666666666667,20,17,11,1,0,0.7692307692307693,10,13,32,0.043478260869565216,0.08,0.3024561675421339,0.9211220841563489,0.6828969093891227,0.9145646782541922,0.7425106420958003,0.8472089395917641,0.8966498510344945,0.8984772627592073,1.0,0.1,0.0
251,0,0,0.05555555555555555,1,1.0,25,0.24107142857142858,0.72,19,18,7,1,0,0.4375,7,16,27,0.058823529411764705,0,0.6006964397328951,0.9323646159458278,0.5760581140560399,0.9329169918270558,0.4334977137464951,0.9339176190448127,0.8989017715699951,0.9330692800339497,1.0,0.21052631578947367,0.0
252,0,0,0.1,1,1.0,12,1.0,0.6666666666666666,9,8,4,1,0,0.07142857142857142,14,1,14,0.09090909090909091,0,0.2532201044760667,0.8218591418752174,0.6988271507387896,0.9515136441593289,0.566999111138197,0.9559288167509388,0.8207570015216633,0.9260505989735484,1.0,0.1111111111111111,0.0
253,0,0,0.07142857142857142,1,1.0,19,1.0,0.7894736842105263,16,15,4,1,0,0.047619047619047616,1,21,21,0.09090909090909091,0,0.4919487426998378,0.8961436624585074,0.6427435343306219,0.8970248239129116,0.782591055512088,0.939329950458205,0.8244248506379594,0.913183075636334,1.0,0.125,0.0
254,0,0,0.08333333333333333,1,1.0,16,0.5,0.75,13,12,4,1,0,1.0,6,6,18,0.09090909090909091,0.3333333333333333,0.43839356593048073,0.9312311343438997,0.6639675650227963,0.9325463056443504,0.913468090698785,0.9568329961758654,0.9023052173868829,0.9414162907227611,1.0,0,0.0
255,0,0,0.2,3,0.85,17,0.3055555555555556,0.45,12,9,9,3,0,0.8888888888888888,9,8,22,0.15789473684210525,0,0.4857531534197558,0.9101132445386249,0.6639675650227963,0.9558040577498305,0.8569510385157162,0.9161141395347855,0.9263004840299291,0.9304231395912614,0.5,0.16666666666666666,0.0
256,0,0,0.125,2,0.9545454545454546,21,0.36363636363636365,0.7727272727272727,19,17,4,1,0,0.5454545454545454,6,11,24,0.1,0.2857142857142857,0.32160126111337134,0.9174777234942361,0.6025901592721211,0.9284717068056714,0.551405461026774,0.8959889977603432,0.8165393372756266,0.9149123292964424,1.0,0.05263157894736842,0.0
257,0,0,0.047619047619047616,1,1.0,29,0.16847826086956522,0.6896551724137931,21,20,9,1,0,0.34782608695652173,23,8,31,0.047619047619047616,0,0.32160126111337134,0.9331449362202984,0.5760581140560399,0.892458095878249,0.5496474712928497,0.9093947550296843,0.8966498510344945,0.9131565197428849,1.0,0.2857142857142857,0.0
258,0,0,0.2,2,0.8461538461538461,11,0.7142857142857143,0.6153846153846154,10,8,4,0,0,0.42857142857142855,7,3,15,0.0,0.46153846153846156,0.5248221616985981,0.8868921031187736,0.6522831723214205,0.8810818133871042,0.7425106420958003,0.9306202452714383,0.8360213552782481,0.9019826414857788,0,0,0.0
259,0,0,0.4,2,0.8,4,1.0,0.8,6,4,0,0,0,0.14285714285714285,7,1,7,0.0,0.3333333333333333,1.0,0.6880672439090401,0.2260837006006282,0.9044712403127678,0.9563187027143492,0.9677788641302245,0.9720724160491468,0.8954006896821953,0,0,0.0
260,0,0,0.2,1,1.0,5,1.0,1.0,6,5,0,0,0,0.14285714285714285,1,7,7,0.0,0,0.4342445835623234,0.919912503988489,0.7443109476350239,0.7491684032883218,0.6720744048081523,0.8956280528415356,0.833285493935902,0.8693209837260063,0,0,0.0
261,0,0,0.16666666666666666,2,0.8666666666666667,13,0.3148148148148148,0.5333333333333333,10,8,6,0,0,0.6666666666666666,9,6,17,0.0,0.13333333333333333,0.41501936258992816,0.8811304179926256,0.6828969093891227,0.9057699624056689,0.6054032342077657,0.9088963079399447,0.8192811612826896,0.899240973314653,0,0,0.0
262,0,0,0.21428571428571427,3,0.7894736842105263,15,0.19090909090909092,0.5789473684210527,14,11,6,0,0,0.9090909090909091,10,11,21,0.0,0.21052631578947367,0.43437212663502167,0.8674873642312827,0.6734322372059596,0.9322191242260848,0.663001937490598,0.9340622840310888,0.8087807799811558,0.9155744105849323,0,0,0.0
263,0,0,0.14285714285714285,2,0.8888888888888888,16,0.5714285714285714,0.6111111111111112,13,11,6,3,0,0.7142857142857143,7,5,20,0.21428571428571427,0,0.5356999818910829,0.9393301172066062,0.6639675650227963,0.9379216511089388,0.7425106420958003,0.9604778924341226,0.9073862251995387,0.9469420486023322,0.5384615384615384,0.15384615384615385,0.0
264,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,1.0,0,0,0,0,2,0,1.0,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
266,0.2,1,0.46153846153846156,6,0.5882352941176471,10,0.5277777777777778,0.47058823529411764,12,8,6,1,0,0.25,12,3,19,0.08333333333333333,0.75,0.49318064184666166,0.9517952185174086,0.312212728460195,0.8848617849143153,0.6725161665479945,0.9561736872309198,0.6271703052924098,0.9371228574339254,1.0,0.25,0.0
267,0,0,0.3333333333333333,2,0.7142857142857143,5,0.45,0.5714285714285714,6,4,2,0,0,0.8,4,5,9,0.0,0.2857142857142857,0.6281287540115077,0.8231289271855583,0.7500277999830086,0.678909462577488,0.3550315491016828,0.9028747551076075,0.8599712974166465,0.8183705064958414,0,0,0.0
268,0,0,0.1111111111111111,1,1.0,11,0.43333333333333335,0.8181818181818182,10,9,2,1,0,0.8333333333333334,5,6,13,0.14285714285714285,0.36363636363636365,0.5870887399976469,0.9383042583518278,0.6015354676471183,0.9322572402206312,0.521235468905467,0.8876724609872784,0.8548877583453679,0.9220341563089334,1.0,0.1,0.0
269,0,0,0.16666666666666666,1,1.0,6,1.0,1.0,7,6,0,1,0,0.125,8,1,8,0.3333333333333333,0,0.6006015903000781,0.8980714873581201,0.5505751081452986,0.8251079091869993,0.7645851876627734,0.8641445389064093,0.6546202571077453,0.8651986782858586,1.0,0,0.0
270,0,0,0.1,1,1.0,13,0.625,0.38461538461538464,6,5,8,4,0,0.375,3,8,15,0.21052631578947367,0.46153846153846156,0.36692600922672614,0.8306553682202382,0.48662085348949874,0.8831706821497199,0.4645008995344366,0.9081503509093484,0.737073059075763,0.8774083401175586,0.3333333333333333,0.16666666666666666,0.0
271,0,0,0.25,2,0.7777777777777778,7,0.4074074074074074,0.7777777777777778,8,7,2,1,0,0.3333333333333333,3,9,11,0.14285714285714285,0,0.3117798109465185,0.9513370575527408,0.8073440232740683,0.9034858930022791,0.291039073228327,0.9234762948643201,0.8922897675897411,0.9286867159454145,1.0,0.125,0.0
272,0,0,0.05,1,1.0,28,0.375,0.7142857142857143,21,20,8,1,0,0.8,10,8,30,0.05263157894736842,0.16666666666666666,0.5356999818910829,0.9370629937586239,0.6639675650227963,0.9396948928375156,0.7425106420958003,0.9315002030657021,0.9073862251995387,0.93616997812316,1.0,0,0.0
273,0,0,0.16666666666666666,3,0.84,21,0.19852941176470587,0.64,19,16,7,5,0,0.47058823529411764,17,8,27,0.3333333333333333,0,0.42389160014408833,0.8282678640557005,0.3774758674550555,0.9042954591728131,0.5236881479203468,0.9306658350460882,0.7277419669285806,0.8946129304592271,0.10526315789473684,0.2631578947368421,0.0
274,0,0,0.16666666666666666,1,1.0,7,1.0,1.0,8,7,0,0,0,0.1111111111111111,9,1,9,0.0,0,0.8074180816938107,0.8328525878053394,0.8874758094818265,0.8593293836462869,0.5443787259147752,0.9104156716650225,0.8670748043483026,0.8711850502433875,0,0,0.0
275,0,0,0.0625,1,1.0,21,0.23958333333333334,0.7142857142857143,16,15,6,0,0,0.6666666666666666,12,8,23,0.0,0,0.29208603781047754,0.860951015747286,0.6639675650227963,0.9324576756420798,0.7425106420958003,0.901304483065609,0.8966498510344945,0.902033678413754,0,0,0.0
276,0.25,1,0.36363636363636365,4,0.7857142857142857,11,0.3333333333333333,0.7142857142857143,13,10,2,0,0,0.3333333333333333,12,4,16,0.0,0.4,0.6670244296022436,0.9312339983329635,0.5092265024989752,0.9304357305801114,0.39939909807079693,0.9191230886473628,0.8654580363026015,0.9271174879245859,0,0,0.0
277,0.14285714285714285,1,0.375,6,0.6818181818181818,15,0.26666666666666666,0.6363636363636364,18,14,5,1,0,0.2777777777777778,5,18,24,0.1,0.21052631578947367,0.7187967671382801,0.7733310932514813,0.23504453307718381,0.8617444295078142,0.5833889848044091,0.8315592226706545,0.8813651208453027,0.8250961214174527,1.0,0.2222222222222222,0.0
278,0,0,0.1,1,1.0,12,1.0,1.0,13,12,0,0,0,0.07142857142857142,1,14,14,0.0,0,0.13788124426844084,0.8785501838813279,0.7101491060531209,0.882621524195363,0.8788260601729716,0.9608269480200105,0.959726217453,0.9167273569295915,0,0,0.0
279,0,0,0.1111111111111111,2,0.9166666666666666,22,0.23636363636363636,0.7916666666666666,21,19,4,1,0,0.22727272727272727,5,22,26,0.1,0,0.468385174093881,0.854284680523463,0.6414734011831785,0.8760927930462098,0.5236881479203468,0.9494746459237497,0.8796339047814656,0.9019717428606402,1.0,0.09523809523809523,0.0
280,0,0,0.2,2,0.8333333333333334,10,0.5384615384615384,0.6666666666666666,10,8,3,0,0,0.15384615384615385,2,13,14,0.0,0.16666666666666666,0.5543973650798663,0.7706478525427507,0.516693730781536,0.8660624023587283,0.5864670399598542,0.8015488652269699,0.7897421873268274,0.8163062539614747,0,0,0.0
281,0,0,0.125,1,1.0,9,0.6875,0.6666666666666666,7,6,3,1,0,1.0,4,4,11,0.1111111111111111,0.2222222222222222,0.43839356593048073,0.9248814517764192,0.6845518288853368,0.9417535697220414,0.8888249759725488,0.9494107994191789,0.8193350020744116,0.9394554409170369,1.0,0.14285714285714285,0.0
282,0,0,0.1111111111111111,1,1.0,11,0.3939393939393939,0.9090909090909091,11,10,1,1,0,0.2727272727272727,11,3,13,0.2,0,0.5766300252717869,0.8913146083686592,0.22605362509336024,0.9203944063740112,0.8178673398853894,0.9429886052987025,0.9454894920787569,0.9207504281513561,1.0,0.45454545454545453,0.0
283,0,0,0.25,2,0.8888888888888888,8,0.3142857142857143,0.5555555555555556,7,5,3,0,0,0.7142857142857143,7,5,11,0.0,0.2,0.714370324140266,0.9118641849036067,0.6805750255464535,0.6309914734383401,0.6701429434878483,0.8876558052889476,0.8420967789994717,0.8384446109452532,0,0,0.0
284,0,0,0.21428571428571427,3,0.7894736842105263,15,0.4375,0.5789473684210527,14,11,6,3,0,0.3333333333333333,12,4,21,0.23076923076923078,0.14285714285714285,0.43437212663502167,0.9327049132147383,0.6734322372059596,0.9323603903467836,0.6862437880410758,0.9482871641607991,0.8199956724929683,0.9382251070437563,0.07142857142857142,0.14285714285714285,0.0
285,0,0,0.1111111111111111,1,1.0,11,0.40625,0.8181818181818182,10,9,2,0,0,0.5,8,4,13,0.0,0,0.7006098631608274,0.8592682114812393,0.7644796943901018,0.7271857572295197,0.21993467623867674,0.7626574242727195,0.9148759347057227,0.7890108698487505,0,0,0.0
286,0,0,0.1,1,1.0,13,1.0,1.0,14,13,0,0,0,0.06666666666666667,15,1,15,0.0,0,0.5164803426574032,0.8168880221491506,0.4316959259032881,0.9099686003777587,0.5864670399598542,0.9629609026596221,0.846556223814202,0.9133755357230395,0,0,0.0
287,0,0,0.09090909090909091,1,1.0,14,1.0,1.0,15,14,0,1,0,0.0625,1,16,16,0.3333333333333333,0,0.49024527495905856,0.9474810749719014,0.7500277999830086,0.94997188776701,0.7186507819110712,0.9667839781634004,0.9017044110549155,0.9556017476829145,1.0,0.06666666666666667,0.0
288,0,0,0.08333333333333333,1,1.0,16,0.5625,0.8125,14,13,3,1,0,0.5,4,8,18,0.1111111111111111,0,0.5356999818910829,0.9639174625007064,0.6954789287162367,0.8818000585182244,0.913468090698785,0.9295404562793576,0.9116622057631882,0.9324414671283388,1.0,0.07142857142857142,0.0
289,0,0,0.05263157894736842,1,1.0,26,0.13333333333333333,0.7692307692307693,21,20,6,1,0,0.9333333333333333,15,14,28,0.06666666666666667,0,0.32160126111337134,0.9278605837890175,0.628548247919883,0.9311801011293611,0.5250343074799233,0.9093983797999673,0.8966498510344945,0.9233329080189365,1.0,0,0.0
290,0,0,0.05,1,1.0,28,0.2777777777777778,0.75,22,21,7,0,0,0.75,9,12,30,0.0,0,0.43035068733956255,0.8717506292593481,0.5854700229429414,0.9345916415922617,0.6002433614751715,0.9349802442336226,0.8143728685258975,0.9178841579248225,0,0,0.0
291,0,0,0.07142857142857142,1,1.0,19,1.0,0.5263157894736842,11,10,9,0,0,0.047619047619047616,21,1,21,0.0,0,0.5504721564360748,0.8261429042657946,0.6988271507387896,0.7702046001125781,0.8849131007162605,0.9358871685730843,0.8141967089150055,0.8601196123479192,0,0,0.0
292,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.5504721564360748,0.8701789277402993,0.7183292005252655,0.8245525915560431,0.6071805001488977,0.9749067495280164,0.8194353849534219,0.9145052896264289,0,0,0.0
293,0,0,0.045454545454545456,1,1.0,30,0.14545454545454545,0.6333333333333333,20,19,11,3,0,0.55,20,11,32,0.12,0,0.47159845650039867,0.8008607112322923,0.31821880305715694,0.8787207875371771,0.4992779196537878,0.8214189742024407,0.7252843653462414,0.8365366765476141,0.1,0.05,0.0
294,0,0,0.16666666666666666,1,1.0,6,1.0,0.8333333333333334,6,5,1,1,0,0.125,1,8,8,0.2,0,0.5411058659327612,0.7674221718858592,0.5486011400932163,0.9303673273268318,0.7849400958644368,0.9368846485460206,0.9067576038525973,0.896715497116791,1.0,0.3333333333333333,0.0
295,0,0,0.07692307692307693,1,1.0,17,0.296875,0.8823529411764706,16,15,2,0,0,0.25,4,16,19,0.0,0,0.5333154336238677,0.8699932817301702,0.7500277999830086,0.8614729694726566,0.21993467623867674,0.9317848844590944,0.9170123193080985,0.8922857418359785,0,0,0.0
296,0,0,0.08333333333333333,1,1.0,15,0.4722222222222222,0.8,13,12,3,1,0,0.4444444444444444,9,4,17,0.1111111111111111,0,0.5356999818910829,0.9491897479142904,0.6639675650227963,0.9492867027102785,0.7425106420958003,0.9522620400300578,0.8193350020744116,0.9502657987706987,1.0,0,0.0
297,0,0,0.3333333333333333,2,0.8571428571428571,6,1.0,0.8571428571428571,8,6,0,0,0,0.1111111111111111,9,1,9,0.0,0.25,0.9843392084314162,0.8197904607129671,0.4045364180740799,0.9129348098293399,0.8152309501857665,0.9510040037708857,0.9601154294351437,0.9069461878924231,0,0,0.0
298,0,0,0.18181818181818182,2,0.8571428571428571,12,0.3076923076923077,0.7142857142857143,12,10,3,2,0,0.3076923076923077,4,13,16,0.25,0,0.634292674502386,0.9127202876335906,0.5938649432626523,0.9103853396218008,0.7207677088098453,0.9479660654464657,0.8173053052513578,0.9257175436990689,0.5833333333333333,0.16666666666666666,0.0
299,0.2,1,0.3333333333333333,4,0.6875,11,0.25,0.375,8,6,9,7,0,0.5,12,6,18,0.35,0.2222222222222222,0.4608417433617046,0.8913249907039944,0.55332344638228,0.8484775429447694,0.33585900968418814,0.9533513609609713,0.791329028385111,0.9073303507788305,0.125,0.625,0.0
300,0,0,0.2,2,0.8461538461538461,11,0.26785714285714285,0.6153846153846154,10,8,4,0,0,0.875,7,8,15,0.0,0,0.602429217002546,0.907319773440524,0.710868790928426,0.7808447137954009,0.5873386697404895,0.9038435259390768,0.8557510076605922,0.8733458691594345,0,0,0.0
301,0,0,0.14285714285714285,2,0.8888888888888888,16,0.20833333333333334,0.8333333333333334,17,15,2,0,0,0.6666666666666666,12,8,20,0.0,0,0.8184524439705273,0.8593693654945881,0.5092265024989752,0.932455044775036,0.5540593649467792,0.8060465819350702,0.8099705515830842,0.8757956239076404,0,0,0.0
302,0,0,0.09090909090909091,2,0.9333333333333333,28,0.26666666666666666,0.6,18,18,13,1,0,0.3,6,20,32,0.03333333333333333,0,0.4817735996001183,0.8104461374917341,0.31821880305715694,0.923828103879038,0.3706270328581412,0.9076412878467053,0.7597852842328623,0.8887337220357926,1.0,0.1111111111111111,0.0
303,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.565124665702481,0.7815106401985815,0.6138806116344204,0.7927131357526604,0.6954281431709736,0.9374745286491422,0.8085142302804729,0.855014942493391,0,0,0.0
304,0,0,0.4,6,0.5,10,0.3142857142857143,0.5,16,10,5,1,0,0.7,10,7,22,0.125,0.1,0.4919487426998378,0.8770318492873411,0.5566111982364781,0.864179146086488,0.8454167888920658,0.8774353594372728,0.8475592207873608,0.8730066728079124,1.0,0.125,0.0
305,0,0,0.15,3,0.8518518518518519,23,0.453125,0.5555555555555556,18,15,10,1,0,1.0,8,8,29,0.047619047619047616,0.17391304347826086,0.40950552793098965,0.9353512994647957,0.6828969093891227,0.9179510347315778,0.7425106420958003,0.8645464915014689,0.9087456882406991,0.9099850887901318,1.0,0.1111111111111111,0.0
306,0,0,0.2,1,1.0,5,1.0,1.0,6,5,0,1,0,0.14285714285714285,1,7,7,0.3333333333333333,0,0.6006015903000781,0.898556303462362,0.5663307899920189,0.8064142841877664,0.7144094013640435,0.9080683888548885,0.6932063390114547,0.8771965315793375,1.0,0,0.0
307,0,0,0.2,2,0.8333333333333334,10,0.3111111111111111,0.75,10,9,3,4,0,0.5555555555555556,9,5,14,0.4444444444444444,0,0.6821074999999437,0.8922927947006521,0.5738794372021869,0.9561354876260226,0.7837945882765688,0.8176802021062304,0.8043393580132195,0.9031122382088724,0.2,0.2,0.0
308,0,0,0.08333333333333333,1,1.0,16,1.0,1.0,17,16,0,0,0,0.05555555555555555,1,18,18,0.0,0,0.5531470852975444,0.9389631074927413,0.6094322456557398,0.8738197231911713,0.5864670399598542,0.8323817909259479,0.8862941556562274,0.8899621150753148,0,0,0.0
309,0,0,0.11764705882352941,2,0.9130434782608695,21,0.36231884057971014,0.6956521739130435,18,16,6,1,0,0.13043478260869565,3,23,25,0.07142857142857142,0.2222222222222222,0.4919487426998378,0.8989461508207198,0.6639675650227963,0.8789168835256456,0.782591055512088,0.9192885927696212,0.8216729525909559,0.9002645632355858,1.0,0.1111111111111111,0.0
310,0,0,0.08333333333333333,1,1.0,16,1.0,0.875,15,14,2,0,0,0.05555555555555555,1,18,18,0.0,0,0.4919487426998378,0.9170523927947062,0.49583279904800853,0.9283079030119945,0.7623581532627769,0.9121022810889969,0.7892519316464844,0.9194209630708954,0,0,0.0
